what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412296167
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412297170
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412315310
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412315700
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412353779
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412373607
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1463412490606
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1463412496700
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412522402
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412523491
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412525354
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412525632
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1463412560181
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1463412605922
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412646846
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1463412647066
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412659463
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412659684
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412659897
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412660124
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412660311
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412660484
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412660646
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1463412660921
