what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671076546
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671076689
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671076818
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671076950
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671077076
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671083566
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671089603
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671103963
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104522
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104552
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104582
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104612
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104642
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671104672
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671105154
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671105329
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671109623
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671139390
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671169945
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671170369
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671231090
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671235758
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671250925
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251084
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251349
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251478
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251600
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251733
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251856
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671251991
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671252116
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671256757
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671260528
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671307235
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671311885
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671332399
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671333668
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671334089
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1462671336446
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671348237
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1462671348799
